Ende Ablesezeitraum;Messintervall;Abrechnungsmaßeinheit;Verbrauch
2019-10-23T13:30+02:00;QH;KWH;0,01342
2019-10-23T13:45+02:00;QH;KWH;0,01350
2019-10-23T14:00+02:00;QH;KWH;0,01634
2019-10-23T14:15+02:00;QH;KWH;0,00570
2019-10-23T14:30+02:00;QH;KWH;0,03000
2019-10-23T14:45+02:00;QH;KWH;0,01757
2019-10-23T15:00+02:00;QH;KWH;0,05360
2019-10-23T15:15+02:00;QH;KWH;0,03641
2019-10-23T15:30+02:00;QH;KWH;0,02293
2019-10-23T15:45+02:00;QH;KWH;0,01426
2019-10-23T16:00+02:00;QH;KWH;0,00533
2019-10-23T16:15+02:00;QH;KWH;0,05941
2019-10-23T16:30+02:00;QH;KWH;0,02773
2019-10-23T16:45+02:00;QH;KWH;0,04316
2019-10-23T17:00+02:00;QH;KWH;0,03862
2019-10-23T17:15+02:00;QH;KWH;0,02675
2019-10-23T17:30+02:00;QH;KWH;0,06063
2019-10-23T17:45+02:00;QH;KWH;0,03056
2019-10-23T18:00+02:00;QH;KWH;0,02716
2019-10-23T18:15+02:00;QH;KWH;0,03034
2019-10-23T18:30+02:00;QH;KWH;0,02835
2019-10-23T18:45+02:00;QH;KWH;0,00641
2019-10-23T19:00+02:00;QH;KWH;0,01743
2019-10-23T19:15+02:00;QH;KWH;0,06673
2019-10-23T19:30+02:00;QH;KWH;0,04549
2019-10-23T19:45+02:00;QH;KWH;0,04782
2019-10-23T20:00+02:00;QH;KWH;0,04945
2019-10-23T20:15+02:00;QH;KWH;0,05279
2019-10-23T20:30+02:00;QH;KWH;0,02355
2019-10-23T20:45+02:00;QH;KWH;0,03881
2019-10-23T21:00+02:00;QH;KWH;0,01489
2019-10-23T21:15+02:00;QH;KWH;0,05227
2019-10-23T21:30+02:00;QH;KWH;0,01727
2019-10-23T21:45+02:00;QH;KWH;0,00904
2019-10-23T22:00+02:00;QH;KWH;0,03203
2019-10-23T22:15+02:00;QH;KWH;0,02169
2019-10-23T22:30+02:00;QH;KWH;0,01214
2019-10-23T22:45+02:00;QH;KWH;0,01621
2019-10-23T23:00+02:00;QH;KWH;0,02102
2019-10-23T23:15+02:00;QH;KWH;0,03375
2019-10-23T23:30+02:00;QH;KWH;0,00415
2019-10-23T23:45+02:00;QH;KWH;0,02559
2019-10-24T00:00+02:00;QH;KWH;0,01887
2019-10-24T00:15+02:00;QH;KWH;0,03151
2019-10-24T00:30+02:00;QH;KWH;0,01318
2019-10-24T00:45+02:00;QH;KWH;0,02152
2019-10-24T01:00+02:00;QH;KWH;0,02182
2019-10-24T01:15+02:00;QH;KWH;0,01771
2019-10-24T01:30+02:00;QH;KWH;0,01546
2019-10-24T01:45+02:00;QH;KWH;0,01654
2019-10-24T02:00+02:00;QH;KWH;0,01804
2019-10-24T02:15+02:00;QH;KWH;0,01090
2019-10-24T02:30+02:00;QH;KWH;0,01141
2019-10-24T02:45+02:00;QH;KWH;0,01566
2019-10-24T03:00+02:00;QH;KWH;0,01499
2019-10-24T03:15+02:00;QH;KWH;0,01032
2019-10-24T03:30+02:00;QH;KWH;0,01657
2019-10-24T03:45+02:00;QH;KWH;0,01698
2019-10-24T04:00+02:00;QH;KWH;0,01607
2019-10-24T04:15+02:00;QH;KWH;0,01816
2019-10-24T04:30+02:00;QH;KWH;0,02226
2019-10-24T04:45+02:00;QH;KWH;0,01164
2019-10-24T05:00+02:00;QH;KWH;0,01260
2019-10-24T05:15+02:00;QH;KWH;0,01652
2019-10-24T05:30+02:00;QH;KWH;0,01653
2019-10-24T05:45+02:00;QH;KWH;0,02654
2019-10-24T06:00+02:00;QH;KWH;0,02330
2019-10-24T06:15+02:00;QH;KWH;0,01575
2019-10-24T06:30+02:00;QH;KWH;0,03118
2019-10-24T06:45+02:00;QH;KWH;0,01814
2019-10-24T07:00+02:00;QH;KWH;0,04775
2019-10-24T07:15+02:00;QH;KWH;0,04439
2019-10-24T07:30+02:00;QH;KWH;0,02279
2019-10-24T07:45+02:00;QH;KWH;0,02479
2019-10-24T08:00+02:00;QH;KWH;0,00756
2019-10-24T08:15+02:00;QH;KWH;0,02144
2019-10-24T08:30+02:00;QH;KWH;0,02331
2019-10-24T08:45+02:00;QH;KWH;0,02841
2019-10-24T09:00+02:00;QH;KWH;0,01665
2019-10-24T09:15+02:00;QH;KWH;0,02134
2019-10-24T09:30+02:00;QH;KWH;0,05797
2019-10-24T09:45+02:00;QH;KWH;0,02979
2019-10-24T10:00+02:00;QH;KWH;0,01428
2019-10-24T10:15+02:00;QH;KWH;0,02728
2019-10-24T10:30+02:00;QH;KWH;0,02559
2019-10-24T10:45+02:00;QH;KWH;0,01831
2019-10-24T11:00+02:00;QH;KWH;0,00784
2019-10-24T11:15+02:00;QH;KWH;0,03521
2019-10-24T11:30+02:00;QH;KWH;0,03017
2019-10-24T11:45+02:00;QH;KWH;0,00452
2019-10-24T12:00+02:00;QH;KWH;0,01624
2019-10-24T12:15+02:00;QH;KWH;0,02713
2019-10-24T12:30+02:00;QH;KWH;0,02449
2019-10-24T12:45+02:00;QH;KWH;0,01772
2019-10-24T13:00+02:00;QH;KWH;0,00523
2019-10-24T13:15+02:00;QH;KWH;0,02517
2019-10-24T13:30+02:00;QH;KWH;0,01668
2019-10-24T13:45+02:00;QH;KWH;0,01745
2019-10-24T14:00+02:00;QH;KWH;0,02452
2019-10-24T14:15+02:00;QH;KWH;0,02610
2019-10-24T14:30+02:00;QH;KWH;0,01287
2019-10-24T14:45+02:00;QH;KWH;0,01546
2019-10-24T15:00+02:00;QH;KWH;0,02809
2019-10-24T15:15+02:00;QH;KWH;0,02152
2019-10-24T15:30+02:00;QH;KWH;0,04438
2019-10-24T15:45+02:00;QH;KWH;0,01103
2019-10-24T16:00+02:00;QH;KWH;0,03999
2019-10-24T16:15+02:00;QH;KWH;0,04617
2019-10-24T16:30+02:00;QH;KWH;0,04686
2019-10-24T16:45+02:00;QH;KWH;0,01024
2019-10-24T17:00+02:00;QH;KWH;0,02569
2019-10-24T17:15+02:00;QH;KWH;0,02288
2019-10-24T17:30+02:00;QH;KWH;0,03924
2019-10-24T17:45+02:00;QH;KWH;0,07723
2019-10-24T18:00+02:00;QH;KWH;0,04809
2019-10-24T18:15+02:00;QH;KWH;0,01938
2019-10-24T18:30+02:00;QH;KWH;0,01952
2019-10-24T18:45+02:00;QH;KWH;0,09527
2019-10-24T19:00+02:00;QH;KWH;0,04536
2019-10-24T19:15+02:00;QH;KWH;0,01215
2019-10-24T19:30+02:00;QH;KWH;0,01732
2019-10-24T19:45+02:00;QH;KWH;0,02984
2019-10-24T20:00+02:00;QH;KWH;0,02182
2019-10-24T20:15+02:00;QH;KWH;0,04851
2019-10-24T20:30+02:00;QH;KWH;0,03788
2019-10-24T20:45+02:00;QH;KWH;0,01394
2019-10-24T21:00+02:00;QH;KWH;0,03325
2019-10-24T21:15+02:00;QH;KWH;0,01826
2019-10-24T21:30+02:00;QH;KWH;0,01901
2019-10-24T21:45+02:00;QH;KWH;0,01175
2019-10-24T22:00+02:00;QH;KWH;0,03404
2019-10-24T22:15+02:00;QH;KWH;0,03824
2019-10-24T22:30+02:00;QH;KWH;0,01393
2019-10-24T22:45+02:00;QH;KWH;0,03179
2019-10-24T23:00+02:00;QH;KWH;0,01787
2019-10-24T23:15+02:00;QH;KWH;0,01201
2019-10-24T23:30+02:00;QH;KWH;0,02506
2019-10-24T23:45+02:00;QH;KWH;0,02148
2019-10-25T00:00+02:00;QH;KWH;0,02728
2019-10-25T00:15+02:00;QH;KWH;0,00839
2019-10-25T00:30+02:00;QH;KWH;0,02258
2019-10-25T00:45+02:00;QH;KWH;0,01479
2019-10-25T01:00+02:00;QH;KWH;0,00317
2019-10-25T01:15+02:00;QH;KWH;0,01533
2019-10-25T01:30+02:00;QH;KWH;0,01130
2019-10-25T01:45+02:00;QH;KWH;0,01727
2019-10-25T02:00+02:00;QH;KWH;0,01460
2019-10-25T02:15+02:00;QH;KWH;0,02620
2019-10-25T02:30+02:00;QH;KWH;0,01031
2019-10-25T02:45+02:00;QH;KWH;0,01598
2019-10-25T03:00+02:00;QH;KWH;0,01439
2019-10-25T03:15+02:00;QH;KWH;0,01405
2019-10-25T03:30+02:00;QH;KWH;0,00990
2019-10-25T03:45+02:00;QH;KWH;0,01171
2019-10-25T04:00+02:00;QH;KWH;0,01610
2019-10-25T04:15+02:00;QH;KWH;0,01592
2019-10-25T04:30+02:00;QH;KWH;0,01104
2019-10-25T04:45+02:00;QH;KWH;0,01565
2019-10-25T05:00+02:00;QH;KWH;0,01606
2019-10-25T05:15+02:00;QH;KWH;0,01821
2019-10-25T05:30+02:00;QH;KWH;0,01861
2019-10-25T05:45+02:00;QH;KWH;0,02013
2019-10-25T06:00+02:00;QH;KWH;0,03598
2019-10-25T06:15+02:00;QH;KWH;0,02485
2019-10-25T06:30+02:00;QH;KWH;0,03185
2019-10-25T06:45+02:00;QH;KWH;0,01210
2019-10-25T07:00+02:00;QH;KWH;0,02598
2019-10-25T07:15+02:00;QH;KWH;0,02374
2019-10-25T07:30+02:00;QH;KWH;0,02754
2019-10-25T07:45+02:00;QH;KWH;0,01333
2019-10-25T08:00+02:00;QH;KWH;0,01853
2019-10-25T08:15+02:00;QH;KWH;0,02171
2019-10-25T08:30+02:00;QH;KWH;0,01632
2019-10-25T08:45+02:00;QH;KWH;0,03698
2019-10-25T09:00+02:00;QH;KWH;0,02157
2019-10-25T09:15+02:00;QH;KWH;0,03212
2019-10-25T09:30+02:00;QH;KWH;0,04478
2019-10-25T09:45+02:00;QH;KWH;0,02289
2019-10-25T10:00+02:00;QH;KWH;0,00889
2019-10-25T10:15+02:00;QH;KWH;0,00936
2019-10-25T10:30+02:00;QH;KWH;0,02259
2019-10-25T10:45+02:00;QH;KWH;0,01736
2019-10-25T11:00+02:00;QH;KWH;0,04320
2019-10-25T11:15+02:00;QH;KWH;0,04572
2019-10-25T11:30+02:00;QH;KWH;0,00610
2019-10-25T11:45+02:00;QH;KWH;0,05564
2019-10-25T12:00+02:00;QH;KWH;0,02884
2019-10-25T12:15+02:00;QH;KWH;0,01757
2019-10-25T12:30+02:00;QH;KWH;0,01166
2019-10-25T12:45+02:00;QH;KWH;0,03668
2019-10-25T13:00+02:00;QH;KWH;0,03011
2019-10-25T13:15+02:00;QH;KWH;0,01897
2019-10-25T13:30+02:00;QH;KWH;0,04509
2019-10-25T13:45+02:00;QH;KWH;0,03311
2019-10-25T14:00+02:00;QH;KWH;0,01539
2019-10-25T14:15+02:00;QH;KWH;0,00830
2019-10-25T14:30+02:00;QH;KWH;0,00818
2019-10-25T14:45+02:00;QH;KWH;0,02958
2019-10-25T15:00+02:00;QH;KWH;0,03059
2019-10-25T15:15+02:00;QH;KWH;0,02083
2019-10-25T15:30+02:00;QH;KWH;0,01790
2019-10-25T15:45+02:00;QH;KWH;0,02151
2019-10-25T16:00+02:00;QH;KWH;0,01995
2019-10-25T16:15+02:00;QH;KWH;0,05362
2019-10-25T16:30+02:00;QH;KWH;0,00305
2019-10-25T16:45+02:00;QH;KWH;0,01571
2019-10-25T17:00+02:00;QH;KWH;0,03658
2019-10-25T17:15+02:00;QH;KWH;0,03794
2019-10-25T17:30+02:00;QH;KWH;0,03370
2019-10-25T17:45+02:00;QH;KWH;0,03005
2019-10-25T18:00+02:00;QH;KWH;0,03151
2019-10-25T18:15+02:00;QH;KWH;0,01852
2019-10-25T18:30+02:00;QH;KWH;0,05026
2019-10-25T18:45+02:00;QH;KWH;0,02068
2019-10-25T19:00+02:00;QH;KWH;0,03602
2019-10-25T19:15+02:00;QH;KWH;0,02735
2019-10-25T19:30+02:00;QH;KWH;0,04550
2019-10-25T19:45+02:00;QH;KWH;0,02090
2019-10-25T20:00+02:00;QH;KWH;0,06266
2019-10-25T20:15+02:00;QH;KWH;0,02046
2019-10-25T20:30+02:00;QH;KWH;0,02763
2019-10-25T20:45+02:00;QH;KWH;0,03977
2019-10-25T21:00+02:00;QH;KWH;0,04910
2019-10-25T21:15+02:00;QH;KWH;0,02541
2019-10-25T21:30+02:00;QH;KWH;0,01777
2019-10-25T21:45+02:00;QH;KWH;0,01848
2019-10-25T22:00+02:00;QH;KWH;0,04949
2019-10-25T22:15+02:00;QH;KWH;0,00362
2019-10-25T22:30+02:00;QH;KWH;0,01241
2019-10-25T22:45+02:00;QH;KWH;0,02558
2019-10-25T23:00+02:00;QH;KWH;0,00958
2019-10-25T23:15+02:00;QH;KWH;0,01422
2019-10-25T23:30+02:00;QH;KWH;0,02748
2019-10-25T23:45+02:00;QH;KWH;0,02402
2019-10-26T00:00+02:00;QH;KWH;0,01214
2019-10-26T00:15+02:00;QH;KWH;0,01248
2019-10-26T00:30+02:00;QH;KWH;0,03018
2019-10-26T00:45+02:00;QH;KWH;0,02784
2019-10-26T01:00+02:00;QH;KWH;0,01932
2019-10-26T01:15+02:00;QH;KWH;0,03485
2019-10-26T01:30+02:00;QH;KWH;0,02250
2019-10-26T01:45+02:00;QH;KWH;0,03469
2019-10-26T02:00+02:00;QH;KWH;0,00983
2019-10-26T02:15+02:00;QH;KWH;0,01726
2019-10-26T02:30+02:00;QH;KWH;0,01440
2019-10-26T02:45+02:00;QH;KWH;0,01586
2019-10-26T03:00+02:00;QH;KWH;0,02731
2019-10-26T03:15+02:00;QH;KWH;0,02038
2019-10-26T03:30+02:00;QH;KWH;0,01192
2019-10-26T03:45+02:00;QH;KWH;0,02770
2019-10-26T04:00+02:00;QH;KWH;0,01169
2019-10-26T04:15+02:00;QH;KWH;0,06387
2019-10-26T04:30+02:00;QH;KWH;0,02003
2019-10-26T04:45+02:00;QH;KWH;0,04249
2019-10-26T05:00+02:00;QH;KWH;0,01213
2019-10-26T05:15+02:00;QH;KWH;0,01372
2019-10-26T05:30+02:00;QH;KWH;0,02606
2019-10-26T05:45+02:00;QH;KWH;0,00854
2019-10-26T06:00+02:00;QH;KWH;0,03257
2019-10-26T06:15+02:00;QH;KWH;0,03381
2019-10-26T06:30+02:00;QH;KWH;0,02340
2019-10-26T06:45+02:00;QH;KWH;0,02814
2019-10-26T07:00+02:00;QH;KWH;0,01433
2019-10-26T07:15+02:00;QH;KWH;0,01049
2019-10-26T07:30+02:00;QH;KWH;0,01109
2019-10-26T07:45+02:00;QH;KWH;0,03292
2019-10-26T08:00+02:00;QH;KWH;0,02215
2019-10-26T08:15+02:00;QH;KWH;0,05066
2019-10-26T08:30+02:00;QH;KWH;0,02818
2019-10-26T08:45+02:00;QH;KWH;0,03316
2019-10-26T09:00+02:00;QH;KWH;0,01157
2019-10-26T09:15+02:00;QH;KWH;0,03056
2019-10-26T09:30+02:00;QH;KWH;0,03154
2019-10-26T09:45+02:00;QH;KWH;0,02028
2019-10-26T10:00+02:00;QH;KWH;0,00959
2019-10-26T10:15+02:00;QH;KWH;0,03067
2019-10-26T10:30+02:00;QH;KWH;0,02412
2019-10-26T10:45+02:00;QH;KWH;0,00934
2019-10-26T11:00+02:00;QH;KWH;0,02957
2019-10-26T11:15+02:00;QH;KWH;0,03862
2019-10-26T11:30+02:00;QH;KWH;0,06657
2019-10-26T11:45+02:00;QH;KWH;0,03679
2019-10-26T12:00+02:00;QH;KWH;0,04208
2019-10-26T12:15+02:00;QH;KWH;0,04192
2019-10-26T12:30+02:00;QH;KWH;0,01703
2019-10-26T12:45+02:00;QH;KWH;0,01334
2019-10-26T13:00+02:00;QH;KWH;0,04796
2019-10-26T13:15+02:00;QH;KWH;0,02186
2019-10-26T13:30+02:00;QH;KWH;0,07762
2019-10-26T13:45+02:00;QH;KWH;0,03284
2019-10-26T14:00+02:00;QH;KWH;0,03142
2019-10-26T14:15+02:00;QH;KWH;0,03590
2019-10-26T14:30+02:00;QH;KWH;0,06173
2019-10-26T14:45+02:00;QH;KWH;0,01724
2019-10-26T15:00+02:00;QH;KWH;0,04777
2019-10-26T15:15+02:00;QH;KWH;0,07446
2019-10-26T15:30+02:00;QH;KWH;0,04569
2019-10-26T15:45+02:00;QH;KWH;0,02716
2019-10-26T16:00+02:00;QH;KWH;0,03257
2019-10-26T16:15+02:00;QH;KWH;0,08246
2019-10-26T16:30+02:00;QH;KWH;0,03885
2019-10-26T16:45+02:00;QH;KWH;0,04745
2019-10-26T17:00+02:00;QH;KWH;0,05585
2019-10-26T17:15+02:00;QH;KWH;0,02715
2019-10-26T17:30+02:00;QH;KWH;0,03867
2019-10-26T17:45+02:00;QH;KWH;0,04690
2019-10-26T18:00+02:00;QH;KWH;0,04739
2019-10-26T18:15+02:00;QH;KWH;0,03763
2019-10-26T18:30+02:00;QH;KWH;0,07299
2019-10-26T18:45+02:00;QH;KWH;0,04095
2019-10-26T19:00+02:00;QH;KWH;0,02439
2019-10-26T19:15+02:00;QH;KWH;0,03320
2019-10-26T19:30+02:00;QH;KWH;0,04088
2019-10-26T19:45+02:00;QH;KWH;0,06420
2019-10-26T20:00+02:00;QH;KWH;0,06622
2019-10-26T20:15+02:00;QH;KWH;0,05953
2019-10-26T20:30+02:00;QH;KWH;0,04208
2019-10-26T20:45+02:00;QH;KWH;0,05969
2019-10-26T21:00+02:00;QH;KWH;0,02060
2019-10-26T21:15+02:00;QH;KWH;0,03200
2019-10-26T21:30+02:00;QH;KWH;0,04707
2019-10-26T21:45+02:00;QH;KWH;0,03130
2019-10-26T22:00+02:00;QH;KWH;0,01483
2019-10-26T22:15+02:00;QH;KWH;0,03750
2019-10-26T22:30+02:00;QH;KWH;0,02788
2019-10-26T22:45+02:00;QH;KWH;0,02451
2019-10-26T23:00+02:00;QH;KWH;0,05190
2019-10-26T23:15+02:00;QH;KWH;0,05798
2019-10-26T23:30+02:00;QH;KWH;0,02832
2019-10-26T23:45+02:00;QH;KWH;0,05986
2019-10-27T00:00+02:00;QH;KWH;0,03340
2019-10-27T00:15+02:00;QH;KWH;0,02622
2019-10-27T00:30+02:00;QH;KWH;0,02295
2019-10-27T00:45+02:00;QH;KWH;0,04697
2019-10-27T01:00+02:00;QH;KWH;0,04187
2019-10-27T01:15+02:00;QH;KWH;0,04103
2019-10-27T01:30+02:00;QH;KWH;0,01064
2019-10-27T01:45+02:00;QH;KWH;0,00802
2019-10-27T02:00+02:00;QH;KWH;0,02351
2019-10-27T02:15+02:00;QH;KWH;0,03542
2019-10-27T02:30+02:00;QH;KWH;0,01925
2019-10-27T02:45+02:00;QH;KWH;0,01416
2019-10-27T02:00+01:00;QH;KWH;0,01878
2019-10-27T02:15+01:00;QH;KWH;0,03542
2019-10-27T02:30+01:00;QH;KWH;0,01925
2019-10-27T02:45+01:00;QH;KWH;0,01416
2019-10-27T03:00+01:00;QH;KWH;0,01878
2019-10-27T03:15+01:00;QH;KWH;0,01631
2019-10-27T03:30+01:00;QH;KWH;0,00647
2019-10-27T03:45+01:00;QH;KWH;0,02603
2019-10-27T04:00+01:00;QH;KWH;0,02056
2019-10-27T04:15+01:00;QH;KWH;0,01791
2019-10-27T04:30+01:00;QH;KWH;0,00738
2019-10-27T04:45+01:00;QH;KWH;0,03377
2019-10-27T05:00+01:00;QH;KWH;0,03269
2019-10-27T05:15+01:00;QH;KWH;0,02910
2019-10-27T05:30+01:00;QH;KWH;0,06767
2019-10-27T05:45+01:00;QH;KWH;0,01330
2019-10-27T06:00+01:00;QH;KWH;0,04074
2019-10-27T06:15+01:00;QH;KWH;0,02164
2019-10-27T06:30+01:00;QH;KWH;0,02894
2019-10-27T06:45+01:00;QH;KWH;0,01422
2019-10-27T07:00+01:00;QH;KWH;0,01818
2019-10-27T07:15+01:00;QH;KWH;0,02661
2019-10-27T07:30+01:00;QH;KWH;0,02925
2019-10-27T07:45+01:00;QH;KWH;0,01680
2019-10-27T08:00+01:00;QH;KWH;0,00980
2019-10-27T08:15+01:00;QH;KWH;0,05474
2019-10-27T08:30+01:00;QH;KWH;0,00942
2019-10-27T08:45+01:00;QH;KWH;0,01070
2019-10-27T09:00+01:00;QH;KWH;0,03789
2019-10-27T09:15+01:00;QH;KWH;0,03892
2019-10-27T09:30+01:00;QH;KWH;0,02264
2019-10-27T09:45+01:00;QH;KWH;0,03389
2019-10-27T10:00+01:00;QH;KWH;0,04323
2019-10-27T10:15+01:00;QH;KWH;0,02785
2019-10-27T10:30+01:00;QH;KWH;0,06475
2019-10-27T10:45+01:00;QH;KWH;0,03010
2019-10-27T11:00+01:00;QH;KWH;0,04656
2019-10-27T11:15+01:00;QH;KWH;0,06301
2019-10-27T11:30+01:00;QH;KWH;0,00992
2019-10-27T11:45+01:00;QH;KWH;0,05041
2019-10-27T12:00+01:00;QH;KWH;0,06333
2019-10-27T12:15+01:00;QH;KWH;0,06199
2019-10-27T12:30+01:00;QH;KWH;0,03703
2019-10-27T12:45+01:00;QH;KWH;0,01790
2019-10-27T13:00+01:00;QH;KWH;0,07741
2019-10-27T13:15+01:00;QH;KWH;0,03659
2019-10-27T13:30+01:00;QH;KWH;0,08946
2019-10-27T13:45+01:00;QH;KWH;0,01561
2019-10-27T14:00+01:00;QH;KWH;0,07413
2019-10-27T14:15+01:00;QH;KWH;0,05794
2019-10-27T14:30+01:00;QH;KWH;0,02684
2019-10-27T14:45+01:00;QH;KWH;0,01188
2019-10-27T15:00+01:00;QH;KWH;0,07608
2019-10-27T15:15+01:00;QH;KWH;0,04371
2019-10-27T15:30+01:00;QH;KWH;0,05328
2019-10-27T15:45+01:00;QH;KWH;0,05666
2019-10-27T16:00+01:00;QH;KWH;0,05879
2019-10-27T16:15+01:00;QH;KWH;0,02026
2019-10-27T16:30+01:00;QH;KWH;0,02736
2019-10-27T16:45+01:00;QH;KWH;0,04065
2019-10-27T17:00+01:00;QH;KWH;0,08050
2019-10-27T17:15+01:00;QH;KWH;0,05355
2019-10-27T17:30+01:00;QH;KWH;0,05188
2019-10-27T17:45+01:00;QH;KWH;0,08439
2019-10-27T18:00+01:00;QH;KWH;0,05368
2019-10-27T18:15+01:00;QH;KWH;0,07653
2019-10-27T18:30+01:00;QH;KWH;0,02274
2019-10-27T18:45+01:00;QH;KWH;0,08784
2019-10-27T19:00+01:00;QH;KWH;0,06020
2019-10-27T19:15+01:00;QH;KWH;0,09585
2019-10-27T19:30+01:00;QH;KWH;0,05268
2019-10-27T19:45+01:00;QH;KWH;0,09270
2019-10-27T20:00+01:00;QH;KWH;0,03716
2019-10-27T20:15+01:00;QH;KWH;0,05482
2019-10-27T20:30+01:00;QH;KWH;0,05088
2019-10-27T20:45+01:00;QH;KWH;0,04497
2019-10-27T21:00+01:00;QH;KWH;0,05209
2019-10-27T21:15+01:00;QH;KWH;0,04844
2019-10-27T21:30+01:00;QH;KWH;0,06693
2019-10-27T21:45+01:00;QH;KWH;0,07451
2019-10-27T22:00+01:00;QH;KWH;0,05032
2019-10-27T22:15+01:00;QH;KWH;0,03237
2019-10-27T22:30+01:00;QH;KWH;0,03793
2019-10-27T22:45+01:00;QH;KWH;0,02247
2019-10-27T23:00+01:00;QH;KWH;0,03864
2019-10-27T23:15+01:00;QH;KWH;0,04079
2019-10-27T23:30+01:00;QH;KWH;0,03554
2019-10-27T23:45+01:00;QH;KWH;0,04825
2019-10-28T00:00+01:00;QH;KWH;0,02442
2019-10-28T00:15+01:00;QH;KWH;0,01920
2019-10-28T00:30+01:00;QH;KWH;0,00777
2019-10-28T00:45+01:00;QH;KWH;0,00723
2019-10-28T01:00+01:00;QH;KWH;0,01263
2019-10-28T01:15+01:00;QH;KWH;0,00574
2019-10-28T01:30+01:00;QH;KWH;0,01108
2019-10-28T01:45+01:00;QH;KWH;0,01331
2019-10-28T02:00+01:00;QH;KWH;0,01533
2019-10-28T02:15+01:00;QH;KWH;0,01891
2019-10-28T02:30+01:00;QH;KWH;0,01143
2019-10-28T02:45+01:00;QH;KWH;0,01031
2019-10-28T03:00+01:00;QH;KWH;0,01662
2019-10-28T03:15+01:00;QH;KWH;0,01561
2019-10-28T03:30+01:00;QH;KWH;0,01655
2019-10-28T03:45+01:00;QH;KWH;0,01587
2019-10-28T04:00+01:00;QH;KWH;0,02030
2019-10-28T04:15+01:00;QH;KWH;0,01030
2019-10-28T04:30+01:00;QH;KWH;0,01449
2019-10-28T04:45+01:00;QH;KWH;0,00412
2019-10-28T05:00+01:00;QH;KWH;0,00993
2019-10-28T05:15+01:00;QH;KWH;0,00425
2019-10-28T05:30+01:00;QH;KWH;0,01056
2019-10-28T05:45+01:00;QH;KWH;0,00799
2019-10-28T06:00+01:00;QH;KWH;0,01096
2019-10-28T06:15+01:00;QH;KWH;0,03147
2019-10-28T06:30+01:00;QH;KWH;0,00778
2019-10-28T06:45+01:00;QH;KWH;0,02036
2019-10-28T07:00+01:00;QH;KWH;0,00782
2019-10-28T07:15+01:00;QH;KWH;0,01435
2019-10-28T07:30+01:00;QH;KWH;0,01694
2019-10-28T07:45+01:00;QH;KWH;0,03376
2019-10-28T08:00+01:00;QH;KWH;0,03614
2019-10-28T08:15+01:00;QH;KWH;0,02642
2019-10-28T08:30+01:00;QH;KWH;0,02364
2019-10-28T08:45+01:00;QH;KWH;0,05245
2019-10-28T09:00+01:00;QH;KWH;0,01374
2019-10-28T09:15+01:00;QH;KWH;0,03674
2019-10-28T09:30+01:00;QH;KWH;0,03409
2019-10-28T09:45+01:00;QH;KWH;0,01919
2019-10-28T10:00+01:00;QH;KWH;0,01009
2019-10-28T10:15+01:00;QH;KWH;0,01260
2019-10-28T10:30+01:00;QH;KWH;0,02706
2019-10-28T10:45+01:00;QH;KWH;0,01436
2019-10-28T11:00+01:00;QH;KWH;0,03798
2019-10-28T11:15+01:00;QH;KWH;0,00330
2019-10-28T11:30+01:00;QH;KWH;0,03456
2019-10-28T11:45+01:00;QH;KWH;0,04010
2019-10-28T12:00+01:00;QH;KWH;0,02248
2019-10-28T12:15+01:00;QH;KWH;0,01077
2019-10-28T12:30+01:00;QH;KWH;0,05596
2019-10-28T12:45+01:00;QH;KWH;0,05282
2019-10-28T13:00+01:00;QH;KWH;0,03840
2019-10-28T13:15+01:00;QH;KWH;0,04402
2019-10-28T13:30+01:00;QH;KWH;0,01841
2019-10-28T13:45+01:00;QH;KWH;0,02243
2019-10-28T14:00+01:00;QH;KWH;0,03370
2019-10-28T14:15+01:00;QH;KWH;0,02754
2019-10-28T14:30+01:00;QH;KWH;0,01640
2019-10-28T14:45+01:00;QH;KWH;0,02292
2019-10-28T15:00+01:00;QH;KWH;0,03076
2019-10-28T15:15+01:00;QH;KWH;0,02375
2019-10-28T15:30+01:00;QH;KWH;0,00670
2019-10-28T15:45+01:00;QH;KWH;0,02084
2019-10-28T16:00+01:00;QH;KWH;0,01863
2019-10-28T16:15+01:00;QH;KWH;0,02278
2019-10-28T16:30+01:00;QH;KWH;0,05614
2019-10-28T16:45+01:00;QH;KWH;0,01412
2019-10-28T17:00+01:00;QH;KWH;0,05037
2019-10-28T17:15+01:00;QH;KWH;0,03791
2019-10-28T17:30+01:00;QH;KWH;0,02695
2019-10-28T17:45+01:00;QH;KWH;0,03443
2019-10-28T18:00+01:00;QH;KWH;0,03200
2019-10-28T18:15+01:00;QH;KWH;0,05647
2019-10-28T18:30+01:00;QH;KWH;0,03185
2019-10-28T18:45+01:00;QH;KWH;0,04079
2019-10-28T19:00+01:00;QH;KWH;0,05321
2019-10-28T19:15+01:00;QH;KWH;0,01155
2019-10-28T19:30+01:00;QH;KWH;0,05310
2019-10-28T19:45+01:00;QH;KWH;0,04708
2019-10-28T20:00+01:00;QH;KWH;0,04138
2019-10-28T20:15+01:00;QH;KWH;0,05112
2019-10-28T20:30+01:00;QH;KWH;0,04772
2019-10-28T20:45+01:00;QH;KWH;0,03029
2019-10-28T21:00+01:00;QH;KWH;0,05146
2019-10-28T21:15+01:00;QH;KWH;0,01764
2019-10-28T21:30+01:00;QH;KWH;0,00854
